Epoch	Time(sec)	RMSE_train	R2_train	MAE_dev	MAE_test	RMSE_dev	RMSE_test	R2_dev	R2_test
1	84.98730459902436	1.3226936821268773	0.22481232664176776	0.9426993690028643	0.9561159750311289	1.2627894238604123	1.2917124478288184	0.2847947832890739	0.26049752783594327
2	172.41769810114056	1.0785987200554843	0.4845244139314083	0.8106631423458421	0.8209250309228943	1.075437773336395	1.1207101063946059	0.48127237802811107	0.4433342293567223
3	255.39439954212867	1.0009685171225726	0.5560550337100895	0.8041473045143661	0.8218023945670138	1.0630055910504854	1.114104619570542	0.49319615718273413	0.4498768885075559
4	332.59528181911446	0.9602559046161635	0.591433953136935	0.7716092071850033	0.7913677136124044	1.034168404463399	1.0941883566929855	0.5203203081627196	0.4693696101804312
5	406.0091299540363	0.9273213360151974	0.6189790948624367	0.752833519136942	0.7695429757534552	1.0239222006217312	1.083813692376134	0.5297782422592927	0.4793843640046611
6	483.1451830519363	0.9080276338486912	0.634669079645996	0.7785333615561092	0.7910589086793494	1.031351584492352	1.0879524005675205	0.5229298081260092	0.47540067161806243
7	562.0143997250125	0.8901457119484646	0.648916428209547	0.7691552665591012	0.765438973952674	1.0266924613484385	1.0689571490651304	0.5272303943183312	0.4935593786567134
8	640.7589199559297	0.8718280202921711	0.6632171669862625	0.7679318544439818	0.7795122378952511	1.0260406395909685	1.0858228556151501	0.5278305033183934	0.4774523505251814
9	718.8205678970553	0.8590483954575212	0.673018213831691	0.7863208195958671	0.8000306133018603	1.0755266436444098	1.1448567338015243	0.48118664291738455	0.4190881623519108
10	796.5757290420588	0.8100187666402994	0.7092776225708257	0.7293085417829741	0.7455212242873462	1.012155151926833	1.076319195577396	0.540523841158143	0.48655951241105555
11	874.488213242963	0.7943602388296479	0.720408930530596	0.7378033984563769	0.7496654533514271	1.0127782107178154	1.074019283378916	0.5399579817179726	0.4887514390955219
12	952.0312650699634	0.786268611424019	0.7260759418632852	0.7285356512687046	0.7385678823821947	1.0073495531509002	1.0656897295169643	0.5448765656523675	0.4966506625162441
13	1029.8560569540132	0.7769838378802735	0.7325070932591271	0.7428585943134263	0.7537283082658565	1.0212283148072603	1.0828167406508846	0.5322492451931056	0.4803417055561231
14	1107.9561692660209	0.7682114129449754	0.7385131761995958	0.731727968544431	0.7451772326233912	1.0035862433057652	1.0658264465762788	0.5482707621683264	0.496521505119782
15	1185.8942615131382	0.7641616770523374	0.7412628395040597	0.7328416717376598	0.7564807432543155	1.0214169871408467	1.107390527989289	0.5320763949549601	0.4564874838060504
16	1264.1969854680356	0.7540770365022291	0.7480468855086284	0.7368053876539907	0.7469165489310797	1.0095996946649437	1.073655737366469	0.5428410539467295	0.4890974867357797
17	1341.5625484371558	0.748165699409888	0.7519816082748692	0.7258314285747542	0.7450318300495982	1.0013224603399429	1.071467781293595	0.5503063891119456	0.49117765680695613
18	1420.4067561530974	0.7432800512302229	0.7552102358433856	0.7285658370626755	0.7448719127961543	1.0187851934026488	1.091184346224847	0.5344846021985994	0.4722792209563378
19	1498.0817657259759	0.7343500130061924	0.7610568890774613	0.7315636475756618	0.7470475696840106	1.0233047497580499	1.0929409893736595	0.5303451823831626	0.4705787506857606
20	1573.7607108789962	0.7045343054601845	0.7800658903296402	0.7279269155007144	0.7404956665144676	1.020429618423341	1.0894945452351188	0.5329806090604745	0.4739124053472782
21	1647.221413796069	0.6944337648211469	0.786326847351735	0.7218628852432207	0.7390242302854697	1.0174404675901778	1.093389988097926	0.5357126872620714	0.4701436708499843
22	1721.6073851110414	0.689326388071269	0.7894583084105875	0.7253659641559629	0.7382568804081419	1.0143605814091616	1.082081098108081	0.5385193139405998	0.4810475551748141
