Epoch	Time(sec)	RMSE_train	R2_train	MAE_dev	MAE_test	RMSE_dev	RMSE_test	R2_dev	R2_test
17	1354.8332744068466	0.7343184991616624	0.7610773966129538	0.7166160181190196	0.7314478159088053	1.002103519565262	1.0499625049118233	0.5496045685802158	0.511397683927023
18	1432.717136713909	0.7288112519787864	0.7646477048399036	0.7119943948684015	0.726860108328766	1.0023442619934615	1.0594805962915486	0.549388139215263	0.5024990031792977
19	1510.2773978668265	0.7227637020145922	0.7685373253464377	0.7147400328033644	0.7263088380939718	1.0010638932897777	1.0504421311353702	0.5505386038925767	0.5109511917757535
20	1586.5566538218409	0.6880350238668279	0.7902464149942217	0.712649271650555	0.7228858224513409	1.007770658632088	1.0606455001018575	0.5444959727761712	0.5014043924563532
21	1663.424850983778	0.6773091072780378	0.796735221787668	0.705620299548753	0.7198701809465262	0.99989637377483	1.0578418704647548	0.5515863870549111	0.5040368080950945
22	1742.1405085509177	0.6707384977483402	0.8006598560259532	0.7120959285232054	0.7248644754472897	1.0126648852306739	1.063323255324049	0.540060929369224	0.49888365891979425
23	1820.6415678968187	0.6664680106034255	0.8031901104942591	0.7099565691481653	0.7282732231049285	1.0047551770206842	1.0612405473110125	0.5472178400909737	0.5008447876700068
24	1900.0361025028396	0.6581054691522259	0.8080980888504156	0.7072351764799734	0.7213316744114966	1.0070248170491667	1.0610384880921786	0.5451699517710381	0.5010348469564032
25	1977.8540561909322	0.6543111466779882	0.8103045397030146	0.7160657306453223	0.7250735597000894	1.0146234264831366	1.0603342159941282	0.538280121600352	0.5016970107036423
26	2055.9164559678175	0.6502506435828984	0.8126516462234165	0.7178819127799049	0.721587748997405	1.0232971799457553	1.0721192550370882	0.5303521308228407	0.49055872047114024
27	2134.1590297049843	0.6438152526101586	0.8163415889798458	0.7196592851692409	0.7256240071225618	1.031616833564526	1.073338900296735	0.5226843851293851	0.48939897810802235
28	2212.474472036818	0.6406802985722113	0.8181258240946435	0.7169131352602132	0.7224264740572928	1.0247503203173793	1.0687134602735124	0.5290173302162577	0.49379025757621864
29	2298.728337233886	0.6352068805952724	0.8212201010831315	0.7191752713153307	0.7196459879909227	1.0301619268715045	1.0695735171396838	0.5240297683435895	0.4929751759579367
30	2394.163537519984	0.6131064219134333	0.8334440967067157	0.7118914778823383	0.7163114458398298	1.0221069918328114	1.0677366532619659	0.5314439822535353	0.49471518885289056
31	2474.236197990831	0.6057133751432839	0.8374366548856016	0.7139609169747808	0.7178876222081585	1.0250631079293981	1.0755504264082536	0.5287297674319376	0.48729270801656444
32	2557.454603129998	0.601968296499085	0.8394406733433102	0.7116777217153808	0.7169342799447836	1.0240158094863787	1.0709065259397947	0.5296922612406131	0.4917105789783732
33	2640.213776871795	0.596867086596469	0.8421503723145538	0.7164805089912345	0.7213084881253671	1.0340163963768827	1.0806200811010653	0.5204613100208941	0.48244797976860354
34	2723.242425665958	0.5934325746953124	0.8439617525951554	0.7144737332521084	0.7147737198802275	1.0287093214067506	1.0704259857729854	0.525371129309854	0.49216663872999034
35	2806.38225937495	0.5905389770844658	0.8454797383793328	0.7078595076701494	0.7115637133063419	1.0176173845082568	1.0653746499263992	0.535551208680195	0.4969482569357563
36	2889.662739421008	0.5860295440243006	0.8478306021825489	0.7254136574761604	0.7187985324284832	1.0462405959901955	1.078999277665867	0.5090560228375793	0.48399935016888873
37	2973.297027479857	0.5827577650336953	0.8495249702050847	0.717560265729991	0.7161530701376693	1.0354579362881204	1.0789858022150385	0.5191233118584553	0.4840122385889435
38	3057.499281434808	0.5804079783606602	0.8507360097911747	0.722009652040778	0.7193825960193824	1.0414555631184839	1.0814429949014395	0.513536466486328	0.48165942720834465
39	3139.671242884826	0.5768592491360613	0.8525556889351833	0.7283388424320102	0.7194329127062115	1.0527133957434773	1.0882857223530777	0.502962563850031	0.4750791737819402
40	3214.427995543927	0.5615448968313732	0.8602804206034645	0.7211217910484499	0.715826535198896	1.0473272185396472	1.0848418820277832	0.5080357071878439	0.47839610278830214
41	3288.839959785808	0.5578502055921759	0.8621129453712876	0.7173395472340004	0.7148926166765724	1.0392119623541929	1.0779718073823665	0.5156301791017646	0.48498159903016547
42	3363.242662849836	0.5553627749080081	0.8633398690524791	0.7206629637789953	0.7148291585432085	1.0446111918476786	1.0809675765101907	0.5105840140841801	0.4821150674511555
43	3436.9202596619725	0.5528035901630586	0.8645964628234806	0.7197601708786354	0.7142188134243863	1.0432027763469216	1.0782827127552528	0.5119028519160724	0.48468447608529774
44	3510.8255912889726	0.5508660166521053	0.8655439766833366	0.7188317352492362	0.7139383817089823	1.044954084457437	1.079738581323626	0.5102626607062302	0.4832920061206345
45	3586.2586270228494	0.5482158842204327	0.8668345596621422	0.722465462769913	0.7146785262779445	1.0451339292303503	1.075409230360644	0.5100940709447712	0.48742731349796076
46	3661.919129302958	0.5474797828004763	0.8671919278579595	0.7229628949462458	0.7168564364824475	1.0491889349831038	1.083743796893326	0.5062851328840006	0.47945151116866647
47	3737.3974623677786	0.5452534050306578	0.8682698844935636	0.7251717441767986	0.7166563900536882	1.0532836579706488	1.0843641333999154	0.5024239206682415	0.4788554152084049
48	3813.8719720658846	0.5432563939603571	0.8692330504309804	0.7226820430810361	0.714493800002369	1.0486320121999007	1.0785085935745669	0.5068091339906274	0.4844685548186184
49	3887.424273242941	0.540483716406754	0.8705644634944969	0.7234292743079415	0.7183340354544244	1.0535723971568276	1.0858764025598293	0.5021510798178531	0.47740081077380103
50	3963.757127795834	0.530832352932832	0.8751458252990728	0.7262964591675577	0.7200736881067726	1.0587925250147616	1.0895635868633669	0.49720548094065287	0.4738457265462479
