Epoch	Time(sec)	RMSE_train	R2_train	MAE_dev	MAE_test	RMSE_dev	RMSE_test	R2_dev	R2_test
1	79.25325463619083	1.322390832283599	0.22516726685519084	0.8931596024658605	0.8992191579877181	1.1941188109390042	1.222639333220589	0.36046564182586494	0.3374713442142352
2	157.97410478116944	1.071304782711079	0.491472565689862	0.7998093422078153	0.8040546244061162	1.062841956909535	1.0950477768415368	0.49335217523040353	0.4685357253384316
3	236.47193247708492	0.9911485350591677	0.5647229328140306	0.804373105995047	0.8286856718934527	1.056060043713154	1.1063992867538979	0.4997973084645544	0.45746006011411944
4	314.74544745800085	0.9513538631390258	0.5989740539809627	0.7640956673583147	0.7837350801048554	1.0256798807807483	1.0785149020200813	0.528162477225432	0.48446252387632693
5	393.3737629239913	0.9213824756473608	0.6238438249713478	0.7433285073797569	0.7621147821047198	1.0160488550774087	1.0714833423331207	0.5369818842219369	0.4911628773385901
6	473.33193105715327	0.901910737801962	0.6395745785980202	0.7790499207076467	0.789067074396341	1.028693937765342	1.0802245654914293	0.5253853247013069	0.4828267668103715
7	551.7508448520675	0.880941019358722	0.656139757577674	0.7487464158798138	0.7534884790473221	1.0174645209743245	1.05707197317986	0.5356907345022758	0.5047584693824411
8	630.5672068770509	0.8641228369284263	0.6691438091285602	0.7494443136751054	0.7755482684125362	1.0116725752181297	1.0765045361599248	0.5409618760445536	0.48638266979266187
9	708.5727628120221	0.8504902920478863	0.6795007472345096	0.7605611806862128	0.7712175647014231	1.0453760136144277	1.101111753799854	0.5098670908281211	0.4626333154226968
10	783.0676810471341	0.8001675141713875	0.7163060128802103	0.7261560491300094	0.7495023925530477	1.0089343120335597	1.0740614831885587	0.5434434419752296	0.4887112628787016
11	856.918291199021	0.7826841801310708	0.7285677720133257	0.7345922407492871	0.7437891399665785	1.0164642959732078	1.0666465269414518	0.5366031701766141	0.4957464226931373
12	931.712381565012	0.7745930964730123	0.7341506860140801	0.7259395634839935	0.7407725476193013	1.014744605446577	1.0675778406047007	0.5381698263401193	0.4948654874410593
13	1010.3141139990184	0.7641955852155061	0.7412398770950084	0.7327371206108991	0.7404215496643555	1.0156159498622641	1.0627662998513487	0.5373763539463566	0.49940847842846137
14	1089.2725915231276	0.7555696567585418	0.7470484662465395	0.7262431445018429	0.7401949045723987	1.004895125586777	1.0592905009092977	0.5470916986616948	0.5026775135894544
15	1164.6421875071246	0.7486436069364962	0.7516646525175261	0.7341895941746361	0.747899206476959	1.0228809047947516	1.089085471513883	0.5307341566437629	0.47430739256162335
16	1242.6281725789886	0.7390810037571737	0.7579682283451105	0.7346263393331974	0.7405921373056152	1.0037590019007199	1.0542997713015723	0.5481152263069902	0.5073526338077561
17	1320.3553153031971	0.7397871370522354	0.7575055230788257	0.7236931444043813	0.739790710969201	0.9984535027410757	1.060978461862943	0.5528795934528716	0.5010913013636336
18	1397.805184110999	0.7344269643693766	0.7610068095209681	0.7270464940872899	0.7418363367775627	1.020309646033047	1.0917420838241143	0.5330904179839511	0.47173961471683457
19	1475.2611576400232	0.7276970658748622	0.7653667547009663	0.7285355870598498	0.732612476079412	1.0127918903897846	1.06034787838559	0.539945553989301	0.5016841693668935
20	1553.0649219041225	0.6916235933763595	0.7880526944594864	0.7222468432742172	0.7379025431524929	1.0104302134429863	1.0699958107628154	0.542088606699739	0.49257472546975967
21	1632.0680334940553	0.6798394471923199	0.7952136426165628	0.7182753368404869	0.7213759486946743	1.0076575809441308	1.0613232159748607	0.5445981874062596	0.5007670181166772
22	1710.7537260460667	0.6732378358192578	0.7991715065267597	0.7191613659632057	0.7221605126333893	1.0084118476845154	1.0620337395544917	0.5439161640562339	0.5000983518026508
23	1790.3825749980751	0.6672584382047929	0.8027230026497992	0.7151444341676989	0.7184829190072721	1.0019311974353065	1.0578322615816775	0.5497594556260332	0.5040458181953946
24	1868.9750409179833	0.6608080975592991	0.8065186930724184	0.7146427445226646	0.7197436634712713	1.00870953348593	1.0629676531245962	0.543646850040718	0.4992187748409511
25	1947.1356162130833	0.6573499885628163	0.8085384284645483	0.7212237943142553	0.7211600352060407	1.0095626484966151	1.0628519772315312	0.5428746032368771	0.4993277624725093
26	2024.8263614561874	0.652400298302222	0.8114108939882599	0.721891372724266	0.7221849759285858	1.0146887138485434	1.0729190089335914	0.5382206996641459	0.4897983953338063
27	2102.6192938801832	0.646847745793961	0.8146073817483922	0.7218080886275144	0.7201049198138647	1.020131912421568	1.0678462528364043	0.5332530711524379	0.49461145195796097
28	2180.648648131173	0.6420772282360152	0.8173318480283058	0.7135635275198792	0.7163536241160612	1.0046461092752785	1.0586406738643632	0.5473161351784124	0.5032874963566307
29	2262.2647553479765	0.6377733260910232	0.8197725230092898	0.7173451035495719	0.7164276388899399	1.0130825396446863	1.0660185417712318	0.5396814648515602	0.496340003683892
30	2340.601803454105	0.6159542286676891	0.8318932383655443	0.7153728502227517	0.709074613997795	1.0146530360636483	1.0653196631951798	0.5382531726239328	0.497000183189408
31	2418.462664751103	0.6082297984407833	0.836083117192386	0.7178924085352156	0.7157958435733905	1.0217567336810878	1.0752485652736552	0.5317650591002885	0.4875804577731744
32	2496.0294496570714	0.6043583161314923	0.838163191673935	0.7195431251478683	0.7111540767433051	1.021756021268754	1.0710309149563526	0.5317657120467671	0.4915924934282355
