Epoch	Time(sec)	RMSE_train	R2_train	MAE_dev	MAE_test	RMSE_dev	RMSE_test	R2_dev	R2_test
1	87.03209999692626	1.335781027269089	0.20939630224638084	0.927599859473536	0.9323676910215326	1.2383075946457114	1.2668807708877898	0.3122574814830761	0.2886563986019218
2	165.75628621294163	1.0886962035702477	0.47482781424804876	0.8109493870351072	0.8181463408965028	1.0687276199564324	1.1137685466570464	0.4877253463225806	0.45020873093706304
3	250.44156028982252	1.0066939378340107	0.5509618844714166	0.7994370506469721	0.8204019649283101	1.0530136984130185	1.1026538962245231	0.5026789482731162	0.46112706273453496
4	330.1203949258197	0.9598978424505296	0.5917385901987942	0.7679826220891448	0.7854573698494036	1.0257071364202777	1.0816953022691365	0.5281374003870398	0.48141753484391125
5	414.55941397789866	0.9296061062979969	0.6170992336991037	0.7411344415451164	0.7648569857528925	1.0077443750886064	1.0775450610948634	0.5445197323561504	0.48538928814696713
6	499.7009924429003	0.9114993381281465	0.6318701658521475	0.789262672211854	0.805864250800498	1.033946807212455	1.0885747946331197	0.5205258536276333	0.47480027604454667
7	603.8509750149678	0.8913421113148994	0.6479720470104119	0.7499358898186239	0.7631856576092655	1.010050212951201	1.067875675618068	0.5424329626628173	0.4945836012412058
8	678.1730614188127	0.8705161040980676	0.6642299777962067	0.7607873812094212	0.7755358739643244	1.0215158068305756	1.0748918239298253	0.5319858495599681	0.48792041807165343
9	760.450851343805	0.8553105258435705	0.675857532904274	0.7634707076598642	0.7618525415940225	1.052801401810355	1.091932394351449	0.5028794564469412	0.4715554278536659
10	843.4931155908853	0.8059610690574892	0.7121830090657522	0.7265630387125779	0.7372190877296341	1.0115629344066874	1.0618227146492245	0.5410613678888256	0.5002969918523676
11	920.407022216823	0.788350527889759	0.7246234051241676	0.7443922841197749	0.7438864484515564	1.03036065205448	1.0707437589461024	0.5238461148961643	0.49186507696995363
12	996.3603156819008	0.7801537851013953	0.7303199998623936	0.7162204500979583	0.7249535344574022	1.0059450653821564	1.0517863492727355	0.5461447841864668	0.509698749821561
13	1077.4742239927873	0.7681236284341832	0.738572933659585	0.7326390154160083	0.7404572996931216	1.023787607448797	1.0623717592083703	0.5299018541483913	0.49978008795399453
14	1152.255853259936	0.7591433899342261	0.7446499603534706	0.7226046154359713	0.7297555580141298	1.0036021601934637	1.0456097771493422	0.5482564331943804	0.5154403892988267
15	1226.70992581686	0.7536866519231588	0.7483076895000824	0.726488412841135	0.7441387038118592	1.0246072652304878	1.0843674231364444	0.5291488193459297	0.4788522531138185
16	1301.5672550587915	0.7462447005863052	0.7532536029113597	0.7186317059754678	0.7302144856104196	0.9925956294285475	1.0439440411387737	0.558110666128526	0.5169830402686351
17	1376.3011947618797	0.7341448487696376	0.7611903832751842	0.7148438368225922	0.7232899318451756	0.9955026028030601	1.0447412403223542	0.5555185903439948	0.51624505483075
18	1451.1143303299323	0.7298943558346415	0.7639476596846332	0.7219757944984623	0.7266854105808587	1.0148925583114905	1.0646702468726361	0.538035144020597	0.4976132512442045
19	1525.5255781509914	0.7237543874924157	0.7679023630092741	0.7149086774588002	0.7223019217399652	1.0018344673993385	1.0507457531186635	0.5498463871076363	0.5106684395440495
20	1600.0127355658915	0.6891063814831707	0.789592680656148	0.71670120353776	0.7198989286285977	1.0133337784581533	1.0570374149800739	0.5394531236881823	0.5047908501028314
21	1674.3368723178282	0.6780236203042073	0.7963061357567404	0.7115842701822094	0.7184336344974547	1.0067230177892863	1.0599006933689974	0.545442530560561	0.502104394442142
22	1745.6025437507778	0.6726571369389801	0.799517804906394	0.7169408668720961	0.7188031722661808	1.0178869999613582	1.0577966221324637	0.5353050667373764	0.5040792360382101
23	1817.8202760599088	0.6678186668807687	0.8023915969426147	0.7138334363280575	0.7207510437002751	1.0090684181900396	1.0539696196853243	0.5433220641737428	0.5076611283405934
24	1892.1783961758483	0.6599905910284208	0.8069971205997825	0.7110327270551136	0.7215170905520286	1.0069516021969418	1.0570670136905216	0.5452360854028411	0.5047631164441201
25	1966.6725961249322	0.6558257662445935	0.8094252974592996	0.7119741872851861	0.7207398687555122	1.009076703381401	1.0569210840681833	0.5433145648217583	0.5048998433346183
26	2040.9901453999337	0.651630924238643	0.8118554370450127	0.7117604836520186	0.720518265501838	1.0143508592144126	1.0682376866905963	0.5385281600722102	0.49424086968609326
27	2115.4067417809274	0.6443663526106608	0.8160270345507887	0.7215159505335079	0.7270362686341494	1.026225244752281	1.0741507225135678	0.527660582626967	0.4886262976174357
28	2189.7045443018433	0.6405147998515096	0.818219774402908	0.718981872988436	0.727051183080857	1.0210337048124465	1.0677228173139248	0.532427501704791	0.4947282839341087
29	2263.966267202981	0.6348337625988149	0.8214300686017746	0.7121286171759894	0.7228941830597391	1.016511009298729	1.0630070374675245	0.5365605768372307	0.49918166495369143
30	2338.2795676668175	0.6120277591621586	0.8340296381494842	0.7117241502396472	0.7185510219981052	1.0170109187276275	1.0694011537667762	0.5361046354778545	0.4931385784089186
31	2412.5161334008444	0.6039836543201136	0.8383637855123877	0.7144400623216899	0.726255163945233	1.0241194157915199	1.0817882847596114	0.5295970882722936	0.4813283763507915
32	2486.6700358118396	0.6012614258008616	0.8398175305550445	0.7169118402444318	0.7234889463766171	1.028063614105956	1.080844663932411	0.5259667789002447	0.48223283407890716
33	2560.397993297782	0.5958025673884698	0.8427129234056792	0.7148632335256009	0.722225837258001	1.0244204985877505	1.0771004451688126	0.5293204583385145	0.48581387719101543
34	2634.0944307427853	0.5933515339535067	0.8440043676871145	0.7094327701157891	0.722351382238786	1.0148950529642715	1.0740698400441517	0.5380328729559023	0.48870330656925065
35	2707.8785765659995	0.5891881810380845	0.8461858277244134	0.7111156864902569	0.7159438310084774	1.0144225341010171	1.069639214919735	0.538462941789829	0.49291288677842693
36	2781.701231657993	0.5869536799186297	0.8473502984742262	0.7250264993375696	0.7295836350164485	1.0367898229861179	1.0861765458662234	0.5178854340941015	0.477111871211202
37	2855.5692636789754	0.5837170797691694	0.849029149346602	0.71784275559562	0.7318963886696475	1.0267693132755003	1.0938451222472485	0.5271596143789365	0.4697024634053327
38	2929.6600224978756	0.580900122821687	0.8504827720931051	0.7171458838134984	0.7292149534323984	1.0274896462525387	1.091863682325859	0.5264959365818407	0.47162193262025554
39	3003.3009976819158	0.5776702931258307	0.8521407943561807	0.7219140484920523	0.7298460499898417	1.035657954305912	1.0949522003052217	0.5189375133079583	0.46862849443743815
40	3076.9737280400004	0.5623009598276926	0.8599039309619886	0.7250478240083803	0.7325361883586373	1.0415592232419175	1.1019872123937628	0.5134396224512925	0.46177848974810976
41	3150.6840119268745	0.5580701520114962	0.8620041930848404	0.7187857966474666	0.7274477714467047	1.030309635369853	1.0930743797596274	0.523893265747969	0.4704495140390599
42	3220.0038749137893	0.5562723311360783	0.8628918668950109	0.722895728339892	0.7317927300293406	1.0398671991082846	1.101431064564154	0.51501918350919	0.462321608921749
43	3290.6713120888453	0.5540898076933212	0.8639656383681391	0.7225061400912103	0.7319274673622796	1.0409223468383475	1.1018464924582587	0.514034469247371	0.46191593900266825
44	3361.2283592878375	0.5514063685019701	0.8652800678846359	0.7191281208969266	0.728932887507038	1.035772646857081	1.0982106681082382	0.5188309581683159	0.46546117213271243
45	3431.4644207637757	0.5488945751391323	0.8665046381049353	0.72934895769325	0.734413356023575	1.0418553896494434	1.1011214476528963	0.5131628771187142	0.4626238537552828
46	3501.694091814803	0.5471191190351099	0.8673668504162718	0.7273666820259082	0.7347271046989322	1.0464779018244543	1.1100958380086767	0.5088332880611073	0.45382868215407646
47	3571.6524264118634	0.545666445139254	0.8680702326290788	0.722823044732408	0.7303383507791126	1.0390994209529898	1.1027732804223316	0.5157350830263736	0.4610103690082177
48	3641.4478890849277	0.5432252698292422	0.8692480337469252	0.7223096038837741	0.7318850792045981	1.0361828359245737	1.1010660646706907	0.518449775362049	0.46267790909160067
49	3711.0741479787976	0.5409856302217715	0.8703239543110831	0.7277410211919946	0.7354961733758215	1.0428973876694279	1.1099044168212453	0.5121885826062089	0.4540170257990225
50	3780.613067604834	0.5311488853466764	0.8749968811890356	0.7288387990985267	0.7343590487416861	1.0486786253916518	1.108884926439679	0.5067652869382943	0.45501957834622764
