id	Kcat_value	Substrate_type
1	1.0421246161986704	Preferred
1	0.46131634764428064	Alternative
2	0.33773074423221616	Preferred
2	-1.832690942635266	Alternative
3	-0.809535798607418	Preferred
3	-1.2388781734451715	Alternative
4	2.2208650305146023	Preferred
4	1.8694247059296643	Alternative
5	0.3450094147840556	Preferred
5	-0.29405592184656965	Alternative
6	-3.4831793532670523	Preferred
6	-4.096704928364649	Alternative
7	-0.6204644092833862	Preferred
7	-2.247904952496031	Alternative
8	0.2967521304641638	Preferred
8	-0.4309962690762448	Alternative
9	0.6260570321242972	Preferred
9	-0.26857723755694307	Alternative
10	1.6718954461606141	Preferred
10	0.17267204181387483	Alternative
11	0.16766758349667654	Preferred
11	-1.9938243376550844	Alternative
12	-1.1251444514047968	Preferred
12	-1.2227385657045466	Alternative
13	0.9871103119431042	Preferred
13	0.5776443453352207	Alternative
14	0.4479618909112453	Preferred
14	-1.5107619075985081	Alternative
15	0.17267204181387483	Preferred
15	0.3097553571620656	Alternative
16	0.3640142701287876	Preferred
16	-0.10311790861372508	Alternative
17	0.9739530823133224	Preferred
17	0.5287596556187253	Alternative
18	1.0160389633456466	Preferred
18	0.5717646020334051	Alternative
19	1.169025400515532	Preferred
19	0.3916041743854103	Alternative
20	0.9531744749198977	Preferred
20	0.5140391428195417	Alternative
21	-0.7014857769894784	Preferred
21	-0.5183988091805428	Alternative
22	0.5638127181524106	Preferred
22	0.9468713177550385	Alternative
23	2.1760438076485085	Preferred
23	1.6402356156506448	Alternative
24	-0.8090938319036934	Preferred
24	-0.6355952018262921	Alternative
25	2.692385655846793	Preferred
25	-0.0007411088312211547	Alternative
26	1.3934756574806797	Preferred
26	0.27151526110089713	Alternative
27	1.390932375227808	Preferred
27	0.26819853711650743	Alternative
28	0.7642701688187096	Preferred
28	0.9099487245812153	Alternative
29	1.8893782322535828	Preferred
29	1.1352427948844095	Alternative
30	1.6031602217116008	Preferred
30	1.0693561671341338	Alternative
31	-0.5585840467818776	Preferred
31	-2.7708668274591983	Alternative
32	2.4228169717089387	Preferred
32	1.303179663712748	Alternative
33	2.702070166911064	Preferred
33	2.0779145677003386	Alternative
34	3.8507285675430545	Preferred
34	2.852690811866777	Alternative
35	3.837366790153348	Preferred
35	2.5200525173740984	Alternative
36	2.6414126411581846	Preferred
36	-0.13865481631356158	Alternative
37	2.8138209957896163	Preferred
37	1.6077897475734146	Alternative
38	-0.1604163654073532	Preferred
38	-0.3386007540377617	Alternative
39	-0.14065789510958707	Preferred
39	-0.3137435360825864	Alternative
40	0.7950152761005255	Preferred
40	0.7512157154668968	Alternative
41	0.3333110413093985	Preferred
41	-0.061417905136219766	Alternative
42	0.4162520359140242	Preferred
42	0.3687936541389252	Alternative
43	0.15730844162316013	Preferred
43	-0.39639985044519793	Alternative
44	0.8939472045213255	Preferred
44	-0.1760291370666707	Alternative
45	-1.168243884530333	Preferred
45	-1.7187380315216247	Alternative
46	-0.1581843546052859	Preferred
46	-1.1375399021139334	Alternative
47	-1.1932440706040237	Preferred
47	-1.7437382175953156	Alternative
48	-0.6332268258509418	Preferred
48	-0.8092957241312961	Alternative
49	1.1824710066012354	Preferred
49	0.35087771058842976	Alternative
50	0.3860895667778459	Preferred
50	0.10632257989980529	Alternative
51	0.19225844079430093	Preferred
51	0.3118870319050542	Alternative
52	0.45086524899272795	Preferred
52	-1.726230938937806	Alternative
53	1.537594554516547	Preferred
53	1.1302936003479627	Alternative
54	1.3311893573896507	Preferred
54	-1.0049208236833087	Alternative
55	-0.804829764706278	Preferred
55	-1.3114093736915207	Alternative
56	-2.5186455158703933	Preferred
56	-2.5701169093817793	Alternative
57	1.0765469898059217	Preferred
57	0.8743296389216899	Alternative
58	1.2783409627126816	Preferred
58	1.3758887128535155	Alternative
59	0.3692076659821268	Preferred
59	-0.23105718549628074	Alternative
60	4.569923084790782	Preferred
60	1.1267890153945896	Alternative
61	3.2934520474595295	Preferred
61	2.976500341247601	Alternative
62	-0.18898978553349347	Preferred
62	-1.7051721369988568	Alternative
63	2.0789341485696324	Preferred
63	-2.5590736270224594	Alternative
64	0.7897570350187331	Preferred
64	0.23809091907700364	Alternative
65	1.2426814698991782	Preferred
65	0.8737867619897358	Alternative
66	3.035570289298891	Preferred
66	2.780451720175829	Alternative
67	1.2128863972482817	Preferred
67	-1.601743459332334	Alternative
68	2.368828994810187	Preferred
68	1.956798896432148	Alternative
69	3.129095266827876	Preferred
69	2.8009653485062214	Alternative
70	0.1033728397166205	Preferred
70	-0.2947704394690006	Alternative
71	0.29621677155952636	Preferred
71	-0.015179309836137148	Alternative
72	1.0443333013789917	Preferred
72	-0.23542126578262773	Alternative
73	1.0898791974843687	Preferred
73	0.08774660199644127	Alternative
74	0.9654459768636346	Preferred
74	-0.21078474409473943	Alternative
75	1.2401201013180605	Preferred
75	1.3020861585653059	Alternative
76	-0.07244008677925284	Preferred
76	-0.1323818209718982	Alternative
77	1.7133966794552735	Preferred
77	1.4952059427995346	Alternative
78	-0.5872134125146358	Preferred
78	-0.7903525919702606	Alternative
79	1.8624037655553296	Preferred
79	1.3282138693086156	Alternative
80	1.1739742361962597	Preferred
80	1.2930623726511632	Alternative
81	1.0053709722974302	Preferred
81	0.7796502225441481	Alternative
82	0.9439052316938457	Preferred
82	0.5295817223001903	Alternative
83	1.7353869272988895	Preferred
83	0.5151547175937123	Alternative
84	-0.48083199821967326	Preferred
84	0.2930763533899628	Alternative
85	0.9884840116360708	Preferred
85	0.40227765592612996	Alternative
86	1.1379956488772738	Preferred
86	0.17267204181387483	Alternative
87	2.1910748383014864	Preferred
87	1.6572071944905833	Alternative
88	1.6501131910918267	Preferred
88	1.5441674994110752	Alternative
89	0.766278038338586	Preferred
89	0.7506348715998552	Alternative
90	1.8231099255604026	Preferred
90	1.8376676972909447	Alternative
91	1.2732584173909929	Preferred
91	1.260421287062707	Alternative
92	0.5168210641256585	Preferred
92	-1.0159189619931577	Alternative
93	0.17267204181387483	Preferred
