pdb_id,entity_id
5lqw,11
2vdv,1
2f16,1
3to6,2
2f16,11
2f16,10
2f16,5
2f16,6
2f16,7
2f16,12
2f16,14
6r9q,2
2f16,9
2f16,4
1wgj,1
2f16,8
2f16,13
2f16,3
3mhv,2
3mhv,1
1gcl,1
1dso,1
2a1a,1
6r9o,2
1p1i,1
2rpn,1
2rpn,2
2hbp,1
1dqx,1
3b5n,4
3b5n,2
3b5n,3
3b5n,1
2q99,1
3gtl,7
3gtl,6
6fe8,2
6rqt,3
6fe8,1
3c0w,4
5uwt,2
6t83,79
6t83,74
6bk8,4
6bk8,3
6t83,64
6t83,66
6bk8,1
5gan,1
5gan,26
5gan,25
5gan,17
5gan,14
5gan,21
5gan,15
5gan,12
5gan,3
5gan,24
6t83,71
6t83,67
6t83,60
6t83,55
6t83,70
6o7t,4
6t83,75
6t83,80
6t83,77
6t83,76
6t83,49
6t83,53
6bk8,5
6t83,57
5gan,20
5gan,18
5gan,19
5gan,16
5gan,4
6o7t,1
6o7t,7
6t83,63
5vvr,15
6s05,16
6s05,7
6qt0,41
6qt0,27
6qt0,38
6qt0,45
6qt0,36
6qt0,24
6rql,3
4v8z,12
4v8z,5
1h7p,1
5kc2,1
6i7t,8
6i7t,6
6i7t,2
6i7t,1
5jus,56
5jus,48
5jus,46
5jus,31
5jus,34
5jus,40
5jus,52
5jus,32
5jus,27
5jus,33
5jus,26
6s47,76
6s47,65
6s47,72
6s47,70
6s47,73
6s47,59
6s47,63
6s47,69
6s47,71
6s47,67
6s47,64
6s47,74
6s47,60
6s47,51
6s47,52
6s47,56
6s47,53
6ri5,39
6ri5,45
6ri5,46
1qpg,1
1cpe,1
6bd3,1
6rzz,41
6rzz,39
6rzz,31
6rzz,43
6rzz,44
6rzz,34
6rzz,46
6rzz,29
6rzz,37
6rzz,35
4v8z,15
6ri5,43
6ri5,40
6ri5,44
6ri5,47
6ri5,42
6ri5,38
6ri5,41
6ri5,48
6qt0,37
6qt0,28
6qt0,42
6qt0,33
6qt0,40
6qt0,29
6qt0,32
6qt0,31
6qt0,22
5jup,5
5jup,1
5jus,77
5jus,67
5jus,70
6s47,42
6s47,26
6s47,37
6s47,25
6s47,30
6s47,32
6s47,28
6s47,23
5lj5,34
6s47,29
5jup,79
5jup,65
5jup,77
5jup,70
5jup,57
5jus,79
5jus,74
5jus,73
5jus,82
5jus,72
5jus,62
5jus,66
5jus,20
5jus,14
5jus,5
5jus,3
5juu,70
5juu,73
5juu,80
5juu,76
5juu,75
5juu,74
5juu,63
5juu,61
6s47,17
6s47,20
6s47,11
6s47,10
6s47,2
5juu,82
6s47,6
6s47,13
6s47,12
6s47,8
6s47,15
6s47,14
6s47,5
6s47,7
6s47,4
6s47,1
6s47,9
5vlj,1
6e3b,1
5juu,64
5juu,69
5juu,77
5juu,62
6s47,3
6s47,18
5jup,45
5jup,41
5jup,40
5jup,17
5jup,8
5gm6,5
5kc2,2
5juu,39
5juu,48
5juu,44
5juu,38
5juu,54
5juu,32
5juu,36
5juu,59
5juu,60
5juu,47
5juu,43
5juu,57
5juu,34
5juu,53
5juu,31
5juu,56
5juu,23
5juu,27
5juu,26
5juu,45
5juu,28
5juu,51
5juu,41
5juu,49
5juu,46
5juu,42
5juu,22
5juu,40
5juu,55
5juu,50
5juu,24
5juu,52
5juu,58
5juu,33
5juu,35
5juu,37
5juu,25
5juu,30
5juu,29
5lj3,26
5lj3,25
5lj3,27
5lj3,15
6o07,2
6rui,15
6rui,16
5lj3,30
5lj3,23
5lj3,29
5lj3,14
5lj3,16
5lj3,21
5lj3,10
5lj3,13
5lj3,17
5lj3,3
5lj3,31
6rui,18
6rui,13
6rui,14
4a3e,3
5lj3,24
5lj3,18
5lj3,22
5lj3,11
5lj3,19
5lj3,20
5lj3,28
5lj3,12
5lj3,2
4a3e,5
4a3e,4
4a3e,2
6s05,42
4v8z,33
4v8z,29
4v8z,22
6r6p,49
4v8z,40
6r7q,16
6s05,18
6s05,12
6s05,15
6s05,30
6s05,21
6s05,17
6s05,14
6s05,37
6s05,31
6s05,23
6s05,19
6s05,11
6s05,24
6s05,1
1gpp,1
6rrd,9
6rrd,8
6s05,38
6s05,34
6s05,35
6s05,10
6s05,2
6s05,3
6s05,20
6qt0,30
6qt0,35
6qt0,23
6qt0,43
6qt0,44
6qt0,34
6qt0,39
6qt0,26
6qt0,21
6qt0,25
6r7q,17
6s05,29
6s05,32
6s05,27
6s05,33
6s05,36
6s05,22
6s05,8
6s05,26
6s05,28
6s05,25
6s05,9
6s05,5
6s05,13
6s05,4
6s05,6
6qtz,34
4yye,2
6qtz,20
6qtz,33
6qtz,37
6qtz,10
6qtz,15
6qtz,7
6qtz,31
6qtz,12
6qtz,27
6qtz,11
6qtz,14
6qtz,1
6qtz,30
6qtz,4
6qtz,44
6qtz,38
6qtz,43
6qtz,47
6rui,7
5gam,7
2y6u,1
5gam,8
5gam,2
5gam,4
5gam,5
5gam,10
5gap,2
5gap,4
1ld4,2
5lj3,4
3wc2,2
6rql,5
6rql,4
5lj3,1
4bzj,1
5gap,6
5lj3,6
6rql,7
5lj3,5
1h7o,1
6r87,42
6r87,49
6rzz,42
6r87,43
6rzz,47
6r87,48
6rzz,48
4v8z,18
6r87,44
6qik,47
4v8z,17
6qik,42
6ri5,24
6ri5,31
6ri5,34
6ri5,35
6ri5,27
6ri5,28
6ri5,2
6oa9,3
6ri5,16
6ri5,17
6ri5,3
6r87,38
6r87,28
6r87,33
6r87,14
6r87,15
6r87,37
6r87,26
6r87,23
6rzz,24
6r87,32
6r87,40
6r87,39
6rzz,25
6r87,27
6r87,9
6r87,6
6r87,4
6r87,25
6rzz,12
6rzz,15
6rzz,20
6rzz,27
6r87,13
6rzz,9
6r87,12
6rzz,17
6rzz,11
6r87,8
6rzz,10
6rzz,14
6rzz,6
6rzz,16
6r87,11
6rzz,22
6rzz,18
6r87,41
6r87,45
6r87,47
6r87,46
3nwt,1
6rzz,40
6rzz,36
6rzz,38
6rzz,33
6rzz,45
6rzz,32
6rzz,30
6ri5,37
6qik,43
6qik,41
6ri5,32
6ri5,10
6ri5,4
6ri5,5
6ri5,6
6ri5,9
6ri5,8
6ri5,33
6ri5,12
6ri5,14
6ri5,25
6ri5,22
6oa9,2
6ri5,23
6ri5,19
6ri5,7
6ri5,15
6oa9,1
6ri5,18
6r87,24
6r87,3
6r87,19
6r87,18
6r87,22
6rzz,26
6r87,21
6r87,34
6rzz,28
6r87,20
6r87,36
6r87,5
6r87,7
6r87,2
6r87,1
6r87,10
6rzz,13
6rzz,19
6rzz,5
6rzz,4
6rzz,1
6rzz,8
6rzz,21
6rzz,23
6qik,36
6qik,26
6qik,37
6qik,28
4v8z,14
6qik,44
6qik,40
4v8z,13
4v8z,16
6qik,45
6qik,46
6ri5,30
6ri5,29
6ri5,11
6ri5,36
6ri5,21
6ri5,1
6ri5,26
6ri5,13
6ri5,20
6r87,16
6r87,35
6r87,30
6r87,17
6r87,29
6r87,31
6rzz,7
6rzz,2
6rzz,3
6qik,34
3nyb,2
6qik,8
6qik,4
6qik,2
6qik,27
6qik,5
6qik,6
6qik,14
6qik,19
6qik,12
6qik,13
6qtz,36
6qtz,22
6qtz,13
6qtz,23
6qtz,2
6qtz,17
3mks,1
6qtz,3
6qtz,9
6qtz,8
6qtz,35
6qtz,19
6qtz,25
6qtz,32
6qtz,29
6qtz,28
6qtz,6
6qtz,24
6qtz,21
6qtz,26
6qtz,5
6qtz,16
6qtz,18
5y81,3
3mks,2
1h7n,1
4v8z,55
4v8z,49
4v8z,57
4v8z,50
4v8z,46
4v8z,54
4v8z,56
4v8z,51
4v8z,53
1hfb,1
2cnu,1
6s05,44
6s05,40
6s05,47
6s05,43
6s05,46
6s05,39
6s05,45
6s05,41
4v8z,28
4v8z,20
4v8z,34
4v8z,23
4v8z,35
4v8z,21
4v8z,26
6qtz,45
6qtz,46
1fot,1
6qtz,48
6qtz,42
6qtz,39
1obg,1
6r6p,50
4v8z,30
6qib,1
4v8z,27
4v8z,32
4v8z,25
4bwf,2
4v8z,31
4bwf,1
4v8z,24
4v8z,19
4q5p,1
6qtz,41
6qtz,40
1og0,1
3cnp,1
1zwz,1
1ef0,1
1ofq,1
4v8z,1
4v8z,59
4v8z,36
4v8z,60
4v8z,52
4v8z,44
4v8z,42
4v8z,41
4v8z,48
4v8z,58
4v8z,47
4v8z,43
4v8z,3
1swi,1
4v8z,61
4v8z,62
4v8z,39
4v8z,45
4v8z,38
4v8z,37
4v8z,72
4v8z,70
1q8z,1
4v8z,85
4v8z,80
4v8z,73
4v8z,76
4v8z,82
4v8z,84
4v8z,63
4v8z,66
4v8z,69
4v8z,64
6qt0,18
4crm,2
6qt0,16
6qt0,12
6qt0,8
6qt0,9
3coq,3
6rql,6
6qt0,7
6qt0,19
6qt0,11
4v8z,8
5gap,3
5gap,1
5gap,5
2v1r,1
6qt0,10
6qt0,2
4crm,1
6qt0,3
4v8z,9
4v8z,6
4v8z,4
4v8z,2
4v8z,11
4v8z,7
4v8z,10
4v8z,79
1ofr,1
4v8z,78
4v8z,77
4v8z,65
1u4c,1
6qt0,6
6qt0,4
6qt0,15
3l4j,1
2v1r,2
1bva,1
5gap,10
5gap,12
5gap,8
6rui,10
5lj3,8
5lj3,7
5lj3,9
5gam,12
5gam,9
5gam,11
1ust,1
5gam,1
5gam,6
5gam,3
4bzj,3
5gap,11
5gap,9
5gap,7
4bzj,2
3ks0,3
6qik,17
6qik,3
6qik,24
6rql,13
6rql,15
6qik,22
6qik,23
6qik,29
6qik,25
6qik,32
6qik,9
6qik,31
6qik,33
6qik,18
6qik,21
6qik,10
6qik,20
6qik,11
1ytc,1
1sse,1
4lqi,7
1of5,1
4ptf,1
6opc,2
5l6h,2
6opc,3
5suq,2
2l00,2
2eud,1
2bcn,2
2bcn,1
5a5b,7
5a5b,12
5a5b,6
5a5b,1
5a5b,5
1fio,1
5uwr,2
1ry2,1
2e8u,1
2cg9,1
5a5b,29
5a5b,30
5a5b,31
2j49,1
2ik9,1
2xb0,1
2hzs,2
2hzs,1
1w96,1
1yop,1
3rku,1
1x9x,1
1cc8,1
5an3,2
1bek,1
5an3,1
1n6z,1
4ioy,1
3kt1,1
2g3q,1
2g3q,2
2v1q,1
3nyb,1
6rrd,3
2iwh,1
6rrd,19
1gpu,1
6rrd,17
1of6,1
6rrd,4
3l4k,1
6hyp,1
6rrd,18
6rrd,13
6rrd,16
2f6m,1
5a5b,35
5a5b,34
5a5b,33
5a5b,32
1ist,1
2bni,1
1jqq,1
4qby,15
3i5p,1
5k2g,1
2y5a,1
2hld,3
4tz0,2
1ccg,1
5a5b,10
5a5b,14
5a5b,4
5a5b,11
1kbj,1
5a5b,22
5a5b,15
5a5b,28
1uo4,1
1g8h,1
2kkm,1
1n0u,1
3naz,2
3lj0,1
2a08,1
1arf,1
3naz,1
4enl,1
2c5k,2
2dzy,1
2c5k,1
2b63,10
3m99,4
2b63,9
2b63,11
2b63,12
2b63,6
2b63,13
2b63,5
1wdx,1
3kt7,1
2hld,1
2b63,7
3m99,3
3m99,1
1k0k,1
1q17,1
2b63,8
2b63,4
2b63,3
2b63,2
3m99,2
5a5b,2
5a5b,3
3dgp,2
3dgp,1
2hld,4
1a4h,1
3kt3,1
5a5b,8
5a5b,13
5j9q,5
4qu4,1
5j1b,1
1g8f,1
1tte,1
1aw6,1
5mre,76
2l6j,1
2mnj,1
5mre,78
5mre,77
2mnj,2
2hbj,1
3nin,1
2cg9,2
5a5b,20
5a5b,17
3idq,1
2f6m,2
2aky,1
5a5b,21
5a5b,26
5a5b,18
3gdr,1
5a5b,19
5a5b,16
5a5b,27
5a5b,23
5a5b,25
5a5b,24
2f9g,1
3nvj,1
3qml,2
3qml,1
6qik,39
6qik,35
6qik,16
6qik,30
6qik,38
6qik,15
6qik,1
6qik,7
1twh,9
1twh,5
1twh,6
1twh,10
2k3y,1
2ro0,1
1of5,2
4lqi,10
5suq,3
2hzs,3
2gb8,2
2gb8,1
3n7n,1
2jcw,1
2kfk,2
4a4z,1
2rnw,2
2kfk,1
5m64,1
1k3j,1
2zcy,10
2zcy,11
2zcy,13
3n7n,2
1qso,1
2pk9,1
3gto,9
3gto,4
2e2h,4
2as4,1
2kh9,1
1bk6,1
3kik,2
3kik,1
1zik,1
3c11,1
2kio,1
2ibz,8
2ibz,4
4c8h,1
5tre,1
5tre,2
2pk9,2
1f9t,1
3dae,1
2i1a,1
2ibz,7
2hy6,1
1p1j,1
1mkr,1
3gto,1
3gto,3
2ik1,1
3ccp,1
2qk1,1
6g85,2
3gto,10
3gto,8
2e2h,5
3gto,5
1dl2,1
2zzk,1
2b7c,2
2b7c,1
4c9h,1
2e8w,1
3gto,2
5fvl,1
6g85,3
3gto,7
1pgu,1
3gto,6
1oxb,2
1oxb,1
2ibz,1
2ibz,2
1ym5,1
4ccp,1
1ldd,1
5vvs,13
2ibz,6
2ibz,9
2ibz,5
2ibz,3
5vvs,14
5vvs,15
3g9b,1
2dym,1
2dym,2
3pge,2
3aky,1
3o48,1
5khr,15
2jti,2
6sh5,1
1trj,3
1w5l,1
1ajy,1
3fbn,2
5oun,1
2la4,1
1e0n,1
3fbn,1
5fk0,1
3hmj,1
2e2h,11
2e2h,9
2e2h,10
2e2h,13
2zd7,1
2e2h,6
2e2h,7
3hmj,2
2e2h,8
2e2h,12
2ipz,1
1qvz,1
3etv,1
3w91,1
1fq8,1
4i5v,1
1smq,1
2as3,1
6qlf,2
3f3g,1
3f3g,2
6qlf,1
2wer,1
2zta,1
2jxn,1
3iab,1
3iab,2
5mre,53
5mre,59
5mre,68
5mre,69
5mre,62
5mre,52
5mre,74
5mre,64
5mre,65
5mre,67
5mre,63
5mre,12
5mre,7
5mre,5
5mre,16
5mre,11
5mre,9
5mre,71
5mre,56
5mre,55
5mre,61
5mre,13
5mre,3
1i3q,7
1i3q,8
1i3q,9
1i3q,6
1i3q,10
5nf8,1
1i3q,3
1i3q,4
3p48,1
6ptj,10
4bbr,7
6ptj,11
4a3l,15
4a3l,7
4a3l,5
4a3l,4
4a3l,8
4a3l,1
4a3l,2
1usv,1
4v8r,5
1i3q,5
1i3q,2
6s8y,1
4a3l,13
4a3l,14
4a3l,12
1usv,2
2hra,1
1sw6,1
4it3,1
1tz1,1
2b7m,1
3m2e,1
4v8r,2
4v8r,1
3zry,5
2ik2,1
3r99,1
2yu9,4
2dyo,2
2dyo,1
5mre,38
5mre,39
5mre,46
5mre,32
5mre,24
5mre,29
5mre,25
5mre,20
5mre,22
2ogh,1
1la2,1
4y49,2
1qb3,1
3qbz,1
2zeu,1
3zry,6
4v8r,3
3rm5,1
3zry,4
3zry,1
3zry,2
3zry,3
1mk8,1
1n87,1
5uwr,3
1t4o,1
3q68,2
5n5y,18
5n5y,16
5n5y,15
5n5y,17
2b7j,1
3q68,1
1enw,1
1pjh,1
4as9,1
5mre,51
2yu9,5
3fki,10
3fki,11
3fki,5
3fki,6
3fki,4
3fki,7
3fki,2
3fki,1
5mre,47
5mre,26
5mre,19
5mre,18
5mre,49
5mre,54
3fki,9
3fki,3
3fki,8
3fki,12
5mre,45
5mre,42
5mre,33
5mre,44
5mre,36
5mre,21
5mre,40
5mre,34
5mre,30
5mre,37
5mre,27
5mre,31
5mre,43
5mre,48
5mre,41
5mre,23
5mre,28
5mre,35
5mre,1
5mre,6
5mre,4
5mre,17
5mre,14
4tz6,2
4y49,1
4y49,3
1dj5,1
2eus,1
2jac,1
2cjk,1
1aeo,1
1fmu,1
4int,9
4v8r,8
4v8r,7
4a3f,11
4a3f,9
4a3f,10
6ptj,6
6f98,1
5ncm,1
5ncm,2
4bbr,10
4bbr,5
4bbr,13
2gs0,1
3csk,1
6qlf,4
6qlf,6
3gyp,1
4a3f,5
4a3f,6
2yz0,1
4bbr,9
6ptj,9
4bbr,12
6qlf,3
3mfh,1
2hqt,1
1njr,1
4a3f,2
4bbr,1
4a3f,1
4a3f,3
6ptj,7
6ptj,8
4a3f,4
4bbr,11
4bbr,4
2adr,1
2l41,1
6qlf,5
4bbr,6
4bbr,8
4bbr,3
4bbr,2
2z7h,1
1eb3,1
4a3l,11
4a3l,9
4a3l,6
4a3l,10
4a3l,3
4v8r,4
1i3q,1
2yu9,10
2yu9,7
2yu9,12
1ow5,1
2yu9,6
2l7e,1
2j16,2
2j16,1
6qlf,7
6qlf,8
2yu9,9
2yu9,13
2yu9,8
4bf8,1
5fl8,48
2yu9,11
1uo0,1
2csm,1
2nyc,1
4a3f,7
4a3f,14
4a3f,13
4a3f,12
4a3f,15
4a3f,8
2cjk,2
1ipg,1
2rqw,1
2exu,1
5o6b,2
2rqw,2
4int,13
4int,14
4int,6
4int,4
4int,7
4int,1
4int,2
4int,12
4int,5
4int,8
4v8r,6
3lca,1
3pim,1
3h7n,1
2k88,1
4int,3
4int,11
4int,10
3lca,2
2vk1,1
2xx5,1
5mre,72
5mre,66
5mre,73
5mre,70
5mre,60
5mre,75
5mre,58
5mre,50
5mre,57
6ptj,1
1k2m,1
5mre,8
5mre,2
5mre,10
5mre,15
6fsz,1
2kzb,1
5lj5,5
5lj5,3
5lj5,2
5lj5,4
6bzf,4
6bzf,2
6bzf,3
6bzf,5
6bzf,1
6cqk,1
6rqh,20
4v6i,30
4v6i,20
4v6i,34
4v6i,23
4v6i,7
4v6i,18
4v6i,25
4v6i,4
4v6i,2
4v6i,1
6t4q,65
6tnu,78
6sv4,51
6tnu,73
6sv4,31
6tnu,66
6sv4,42
6tnu,77
6sv4,32
6tnu,68
6tnu,59
6tnu,57
6snt,65
6snt,61
6snt,71
6snt,79
4v8y,34
4v8y,20
4v8y,27
4v8y,28
4v8y,14
4v8y,21
4v8y,13
4v8y,24
4v8y,11
4v8y,25
4v6i,70
4v6i,72
4v6i,75
4v6i,39
4v6i,53
4v6i,41
4v6i,40
4v6i,63
4v6i,60
4v6i,64
4v6i,69
4v6i,57
4v6i,66
4v6i,44
4v6i,35
4v6i,46
4v6i,37
4v6i,65
4v6i,73
4v6i,68
4v6i,67
4v6i,51
4v6i,48
4v6i,59
4v6i,50
4v6i,55
4v6i,61
4v6i,62
4v6i,56
4v6i,47
4v6i,42
4v6i,49
4v6i,43
4v6i,36
6jsh,3
6jsh,2
6jsh,1
2k9p,1
4v6i,71
4v6i,76
4v6i,74
4v6i,52
4v6i,54
4v6i,45
4v6i,38
4v6i,58
4v6i,77
4v6i,79
4v6i,80
4v6i,78
4v6i,27
4v6i,17
4v6i,32
4v6i,26
6tbm,1
4v6i,10
4v6i,15
4v6i,8
6t4q,74
6t4q,79
6t4q,76
6t4q,73
6qbq,1
6t4q,67
6t4q,77
6t4q,75
6bk8,25
6mf5,2
2kz9,1
5sva,25
6bk8,24
2kym,2
6t7i,48
6t7i,36
6t7i,33
6t7i,27
6t7i,29
6t7i,28
6t7i,18
6t7i,20
6t7i,44
6t7i,31
6t7i,35
6t7i,30
6t7i,22
6t7i,40
6t7i,19
4v8y,69
4v8y,81
4v8y,68
4v8y,71
4v8y,79
4v8y,66
4v8y,60
4v8y,63
4v8y,52
4v8y,59
4v8y,56
4v8y,50
4v8y,58
4v8y,55
4v8y,48
4v8y,54
6jsi,2
4v8y,64
4v8y,51
6snh,1
6t7i,8
6t7i,9
4v8y,46
4v8y,43
4v8y,41
4v8y,39
4v8y,40
5bk4,8
5bk4,7
5bk4,3
5bk4,5
6t83,20
6t83,19
6t83,16
6t83,23
6t83,11
5sva,20
5sva,26
5sva,16
5sva,21
5sva,2
5sva,15
5sva,7
5sva,10
5sva,3
5sva,30
5sva,22
5sva,24
5lj5,11
5sva,8
5sva,1
5lj5,1
5lj5,6
5sva,18
5sva,32
5sva,31
5sva,28
5sva,19
5sva,33
5sva,27
5sva,17
5sva,5
5sva,14
5sva,4
5sva,13
5sva,12
5sva,9
1o6w,1
5sva,11
5sva,6
5sva,23
5sva,29
6t83,31
6t83,36
6t83,37
6t83,40
6t83,34
6t83,35
6t83,26
6t83,47
6t83,32
6t83,44
6t83,29
5bk4,6
5bk4,4
5bk4,2
6t83,15
6t83,21
6t83,1
5m5x,11
5m5x,12
4v8y,61
6t7i,7
6t7i,11
4v8y,47
4v8y,44
6t7i,25
6t7i,17
6t7i,15
4v8y,82
6t7i,16
6t7i,21
4v8y,78
6t7i,14
4v8y,65
4v8y,77
2i9h,1
4v8y,70
4v8y,72
4v8y,80
4v8y,67
4v8y,74
4v8y,62
4v8y,57
4v8y,53
4v8y,75
4v8y,49
6t7i,10
6t7i,2
6t83,42
6t83,46
6t83,27
6t83,43
6t83,30
6t83,33
6t83,28
6t83,39
5bk4,1
6t83,25
6t83,24
6t83,12
6t83,6
6t83,5
6t83,18
6t83,2
6t83,7
6t83,9
6t83,3
5m5x,13
5m5x,10
5m5x,17
5m5x,9
6o7t,3
6o7t,8
6t83,41
6t83,38
6t83,45
6t83,65
6bk8,2
6t83,58
6t83,54
6t83,51
6t83,59
6t83,72
6t83,56
6t83,48
6t83,50
6t83,69
6t83,52
5vvr,16
5gan,2
5gan,7
5gan,11
5gan,10
5gan,6
5gan,5
5gan,22
5gan,8
5gan,13
5gan,9
5gan,27
5gan,23
2jzc,1
6qbo,1
5l3t,5
5l3t,3
5l3t,2
2h50,1
6mje,2
5jge,2
5gan,28
2jkd,1
5l3t,4
5l3t,1
5jup,6
5jup,19
6i7t,4
6i7t,5
5jus,39
5jus,50
5jus,38
5jus,41
5jus,51
5jus,57
5jus,36
5jus,49
5jus,44
5jus,45
5jus,30
5jus,29
5jus,28
6s47,77
6s47,68
6s47,78
6s47,61
6s47,75
6s47,66
6s47,55
6s47,58
6s47,62
6s47,57
6s47,50
6s47,79
5jus,58
6i7t,7
6i7t,3
5lj5,9
6rqh,12
6rqh,10
6rqh,9
5t2s,2
5juu,68
5juu,67
5juu,66
5juu,65
5juu,81
5juu,78
5juu,79
5juu,72
5juu,71
6s47,19
6s47,16
5jus,54
5jus,53
5jus,35
5jus,47
5jus,42
5jus,43
5jus,37
5jus,55
6s47,54
6rqh,11
5lj5,7
5lj5,8
5lj5,10
5jus,10
5jus,23
5jus,13
5jus,19
5jus,25
5jus,21
5jus,8
5jus,4
5jus,7
5jus,18
5jus,24
5jus,12
5jus,6
5jus,15
5jus,16
5jus,2
5jus,11
5jus,22
5jus,9
6oaa,1
5sva,35
5sva,40
6kbn,1
5lj5,12
6rqh,7
6ven,9
6ven,13
6ven,8
5juu,4
5juu,12
5juu,21
5juu,3
5juu,13
5juu,14
5juu,5
5juu,17
5juu,9
5lj5,31
5juu,15
5juu,16
5lj5,29
5lj5,27
5juu,20
5juu,1
5juu,7
5juu,6
6ven,10
5sva,34
5sva,39
5sva,38
5lj5,13
6ven,12
6ven,11
6oaa,3
6oaa,2
5sva,36
6rqh,5
5juu,8
5juu,19
5juu,10
5juu,18
5lj5,30
5lj5,33
6kbn,2
5juu,2
5juu,11
1yvn,1
5lj5,32
5lj5,28
5fj9,16
5fj9,17
5jup,80
5jup,58
5jup,44
6rqh,19
6rqh,15
6rqh,16
5lj5,18
6rqh,18
5lj5,26
5lj5,20
5lj5,16
5lj5,24
5lj5,14
5jup,20
5jup,16
5jup,28
5jup,39
5jup,31
5jup,24
5jup,12
5jup,64
5lj5,19
6rqh,14
5lj5,17
5lj5,21
6rqh,13
5lj5,25
5jup,26
5jup,30
5jup,14
5jup,9
5jup,7
5gm6,4
5jup,55
5lj5,15
5lj5,23
5lj5,22
5jup,38
5jup,37
5jup,29
5jup,27
5jup,23
5jup,32
5jup,33
5jup,34
5jup,22
5jup,15
5jup,36
5jup,25
5jup,10
5jup,35
5jup,11
5jup,21
5jup,13
5jup,18
5jup,54
5jup,43
5jup,66
5jup,49
5jup,74
5jup,61
5jup,56
5jup,68
5jup,42
5jup,81
5jup,72
5jup,73
5jup,78
5jup,75
5jup,71
5jup,76
5jup,69
6oua,2
6oua,3
6oua,1
5jup,63
5jup,50
5jup,48
5jup,51
6rqh,17
5jup,82
5uwp,2
1um2,2
6rui,4
6rui,5
6rui,3
6r5q,3
6rui,6
5fj9,2
5fj9,8
5fj9,7
5fj9,14
5fj9,13
5bq6,1
5fj9,5
5fj9,4
5fj9,6
6r5q,1
5uwp,3
6egy,1
1um2,1
5sva,37
6rqh,3
6rqh,4
6rqh,6
5fj9,15
5k2f,1
6rqh,8
4a3e,9
4a3e,15
4a3e,7
4a3e,12
4a3e,13
6rui,17
6bzg,2
6rui,19
4a3e,14
4a3e,10
4a3e,6
4a3e,11
4a3e,8
6u5t,2
6bzg,1
6rui,20
6o07,1
6o07,3
6u5t,1
1pvd,1
6egz,1
5fj9,11
5fj9,12
6s47,39
6s47,43
6s47,22
6s47,21
6s47,38
6s47,35
6s47,33
6s47,41
6s47,49
6s47,27
6s47,40
6s47,24
6s47,31
6s47,46
6s47,44
6s47,45
6s47,47
6s47,36
6s47,48
6s47,34
5lj5,35
5jup,67
5jup,53
5jup,46
5jup,47
5jup,60
5jup,62
5jup,59
5jup,52
5vlj,2
5jus,17
5jus,1
5jup,2
5jus,64
5jus,78
5jus,81
5jup,3
5jup,4
5jus,61
5jus,75
5jus,80
5jus,71
5jus,69
5jus,65
5jus,59
5jus,76
5jus,63
5jus,68
5jus,60
5fj9,1
5fj9,10
5fj9,9
5fj9,3
1cpg,1
4arz,2
4arz,1
1hk7,1
3eyx,1
1yn8,1
3esl,1
5kpf,1
3ggz,1
3ggz,2
3hxr,1
3l3f,1
3mfi,1
5me9,1
2eup,1
4lqi,4
4lqi,2
4lqi,3
4lqi,1
1dvr,1
5o6e,2
5m64,11
5m64,9
5m64,2
5m64,13
3n4r,1
1q1o,1
3zzi,1
3k4e,1
4j79,1
1zuy,1
2zcy,5
2zcy,1
1zij,1
3zef,1
5hp2,3
5hp2,2
4hb3,2
4hb3,3
3zef,2
2ly8,1
2gmi,1
2gmi,2
6opc,1
6rrd,20
6rrd,5
6rrd,7
6rrd,15
6rrd,6
6rrd,14
2xnr,2
1eo0,1
2xnr,1
2ixn,1
1pjd,1
2lk3,1
2km1,1
2zcy,3
2zcy,4
1ebu,1
3csm,1
2zcy,7
1s40,2
1aqr,1
1zw8,1
3zj1,1
1yqa,1
2l9w,1
2zcy,2
2zcy,8
2zcy,6
2zcy,9
2zcy,12
2zcy,14
5n5y,13
5n5y,3
5n5y,4
5n5y,12
5n5y,7
5n5y,11
5n5y,2
5n5y,9
2czo,1
1lkj,1
2jmi,1
1rsg,1
1vjv,1
1wpi,1
6rql,17
6rql,12
6rql,20
6rql,18
6rql,11
6rql,8
6rql,9
6rql,19
6rql,14
6rql,10
6rql,16
6rrd,11
6rrd,10
1f60,1
1f60,2
6rrd,12
1twh,7
4lqi,5
4lqi,14
4lqi,13
4lqi,11
4lqi,6
4lqi,9
4lqi,12
1sse,2
3o05,1
4lqi,8
3mmi,1
2l42,1
5m64,17
5m64,14
5m64,10
5m64,5
5m64,4
5m64,8
5m64,3
5m64,6
5m64,7
1twh,3
1twh,8
1twh,2
1twh,4
1twh,1
5m64,16
5m64,15
5m64,12
6rui,11
6rui,12
6rui,8
6rui,9
4v8z,71
4v8z,68
4v8z,67
4v8z,74
4v8z,81
6qt0,14
6qt0,13
6qt0,5
6qt0,20
6qt0,17
6qt0,1
5k2h,1
3cnd,1
4v8z,75
5n5y,8
5n5y,10
5n5y,14
5n5y,5
5n5y,6
5n5y,1
6t7i,80
6t7i,81
6t7i,70
6t7i,64
6t7i,74
6t7i,56
6t7i,59
6t7i,61
6t7i,72
6t7i,76
6t7i,68
6t7i,69
6t7i,75
6t7i,58
6t7i,67
6t7i,79
6t7i,62
6t7i,65
6t4q,2
6t4q,18
6t4q,12
6t4q,23
6t4q,6
6tps,9
6tps,12
6tps,6
6tps,8
6tps,7
6tps,3
6t4q,42
