Epoch	Time(sec)	Loss_train	MAE_dev	MAE_test	RMSE_dev	RMSE_test	R2_dev	R2_test
1	91.33537325076759	309808.07906140253	1.1695399145241003	1.1602804081325802	1.5134530060699471	1.5160292565504316	-0.027322221720655016	-0.018645581166611302
2	177.51459794165567	278282.9093691498	1.0818987528458546	1.0651109981587146	1.3783008562330197	1.3758727968558901	0.14796614092101235	0.1609950776521354
3	263.5220136917196	266736.0470098022	1.070891378034103	1.0623526737311213	1.3650433919807774	1.3624890926185416	0.16427822964088157	0.1772384093658781
4	349.3254973855801	259605.91754102727	1.0539754955969038	1.0420285552867052	1.3602715740470979	1.3495388078153785	0.1701109259937088	0.19280456661268963
5	444.6124763558619	253882.97505459856	1.0575255347973769	1.0407836192588706	1.373992686664786	1.3640431108764557	0.15328423898848398	0.17536049973515944
6	531.5284375767224	250165.72727136363	1.0548850600023927	1.046490248509365	1.3535437945923923	1.3502787340745137	0.17829973695579893	0.19191918439402422
7	619.6710444446653	246702.30621150573	1.0689284790599392	1.0626495456520215	1.366882544177258	1.3661325000778928	0.16202474089714913	0.17283226223217318
8	719.6464238478802	245284.5239075455	1.0351866331601365	1.0261792449722227	1.344104097217662	1.3437432164082022	0.1897209474678524	0.1997226777255091
9	806.9550084196962	243103.44164217467	1.0336440936546394	1.031474203131284	1.3380734388353397	1.3446163620718954	0.19697567406723326	0.19868232167087396
10	892.7537672426552	237030.54268596752	1.0478167776825353	1.0410970256148522	1.3614568420793522	1.3645897043590052	0.1686640538328319	0.17469947534008723
11	978.9311213507317	235459.16230465772	1.032191174302836	1.0288886188426405	1.3412339404201492	1.3485209088046832	0.1931777405832884	0.19402177291041967
12	1074.269339788705	235533.38848283395	1.032026695793954	1.0275644772683323	1.3429657771826284	1.3448975485846375	0.1910928148848855	0.19834714311826518
13	1160.8258645217866	234783.1717330856	1.041510150965291	1.0320826021244254	1.3504336013333225	1.3466511030394415	0.18207162882616612	0.19625529845203138
14	1246.4595095156692	233726.5013850771	1.0282978257444026	1.0236100838519475	1.3339773160393984	1.3425473266542123	0.20188459992298446	0.20114648782388977
15	1332.1153629436158	233491.08004544716	1.0303827263986807	1.0242746944729524	1.3407368803161421	1.345352136998586	0.19377564499313094	0.19780511864921502
16	1431.1476703519002	232860.26510084857	1.0314125626516164	1.0261973739398926	1.3344968151968668	1.340545981608494	0.201262848702773	0.2035264260644607
17	1517.094864553772	232032.74384228978	1.0396218779744513	1.0337978945746817	1.3470695506974664	1.3491286931273352	0.1861416183066359	0.19329509330335404
