Epoch	Time(sec)	Loss_train	MAE_dev	MAE_test	RMSE_dev	RMSE_test	R2_dev	R2_test
1	83.50242238026112	279883.2419587107	1.0011065058720272	0.9881344465315173	1.3116665861979435	1.3180751782170952	0.22835825875801763	0.2300042931355556
2	162.71285574510694	190785.22550743874	0.8562270865924427	0.8580389677866614	1.1417684555296552	1.165214940971286	0.4153110553581907	0.3982445529948069
3	241.90910802502185	164351.09630035804	0.8241836997856878	0.8249672354820361	1.0942424362371443	1.125834192487223	0.46297326322199683	0.43823224238406844
4	321.10002628993243	149164.82567955652	0.8060093548014454	0.8133825758830957	1.0741638193493601	1.1070488627783464	0.48250061034220126	0.45682281387566637
5	400.25270374212414	138307.4779772539	0.7890761940607003	0.8107906462784328	1.0735645443104853	1.1176961308296527	0.48307787416767745	0.446324335291855
6	479.4403530601412	132685.6918880506	0.8124612239745582	0.8160659145060497	1.0759166817586205	1.1078490206040468	0.4808102809242212	0.45603732994292856
7	558.7334309811704	127068.62336553384	0.7945506415232675	0.7911079513431355	1.069121359536624	1.1016677691448173	0.4873478133405752	0.46209048303860245
8	637.7441227259114	122198.49329786915	0.7829938032274976	0.7873203354429846	1.0579627080724578	1.0901474342196917	0.4979932913980808	0.4732816913842117
9	716.8248697081581	118915.53696839334	0.7827414305638358	0.7842490601700323	1.0788143533582895	1.1172391127762795	0.47800993918967905	0.4467770308580621
10	795.8824483370408	107197.66679374303	0.7570239969125199	0.7664645887356898	1.0483158391479956	1.089430253503051	0.5071064931245923	0.4739744930096119
11	876.9425080362707	103349.01908636183	0.7768493705436804	0.7793333491842893	1.0582915449967891	1.0928132582340229	0.4976811745423728	0.4707024895309926
12	955.6422991831787	101023.43496651936	0.7426960304084875	0.7534330007196217	1.0312598453523016	1.0772725230791027	0.5230146755239016	0.48564957098965333
13	1034.3656141068786	99324.5224923599	0.7762508830119208	0.780477398567767	1.059667341664609	1.093418896095476	0.49637427989155336	0.4701156528726572
14	1113.1142410929315	98073.36205434347	0.7627466221393845	0.7629405902865801	1.0409293258079966	1.075426128719292	0.51402795281496	0.48741120482993505
15	1192.1995022860356	96889.79951288801	0.744583295867678	0.7535578297603391	1.0379353496365387	1.0941129919487587	0.516819489637573	0.46944270444456415
16	1271.7466049143113	95133.99228876311	0.758326514452381	0.7671706355258514	1.0455883337878227	1.089408921422699	0.5096679745849086	0.473995092967223
