Epoch	Time(sec)	Loss_train	MAE_dev	MAE_test	RMSE_dev	RMSE_test	R2_dev	R2_test
1	74.96709151379764	259629.55613302643	1.0541981801165254	1.0691827488512402	1.3803397216092206	1.4205259038456899	0.14544351721521143	0.10565258512618503
2	138.83909770287573	184798.22050382	0.8415819188112194	0.8388359868703493	1.1077013979067971	1.1407756684820272	0.44968137761344096	0.42322232796963777
3	202.6963585051708	161379.60844400706	0.8310186228942064	0.8376430287460347	1.0933577182097154	1.1192922863578794	0.46384130699067494	0.4447418237635
4	266.79196964902803	150791.76579618893	0.8022486319862712	0.8137766631441788	1.0644970959856146	1.1011721629325686	0.4917729647900356	0.4625743518420914
5	330.81639308296144	139738.14866153564	0.7960288579883916	0.7959331593253852	1.068887774157784	1.1008683634838858	0.4875718009593403	0.46287084879162277
6	394.7301786271855	133075.95719114953	0.8215499000233958	0.8214492973567189	1.0799251750009344	1.1042390917706042	0.4769344318505221	0.4595765617052423
7	458.7165919812396	128806.75262612442	0.8519797391794135	0.8503716326515461	1.1012857723014267	1.125356064925094	0.45603762815437743	0.43870929240692536
8	522.493527343031	125710.10389928149	0.7727134506649771	0.789869065753377	1.0427347600889767	1.0918617263620487	0.5123407076494795	0.4716238256907349
9	586.3486686688848	121610.5442571775	0.7872592177420759	0.7938064096194273	1.0824481984368095	1.1195870894841418	0.47448750621274915	0.4444492935547265
10	650.1979271280579	110839.68085119102	0.760018555019193	0.776887151926029	1.0440238233967831	1.0874034185428434	0.5111342411782471	0.4759299648846326
11	713.9104424631223	108856.05460789289	0.7623036676907546	0.7775223360610806	1.0414629098688366	1.0838373031856419	0.5135296031330197	0.47936168060328543
12	777.7190972850658	107551.9535038809	0.7519116778942558	0.7706810210741313	1.042266998565966	1.0869099103329736	0.5127781287432496	0.47640554583531414
13	841.5957157490775	105967.68562544043	0.7638031787986286	0.7796114346180567	1.0456462668432078	1.0849633481244525	0.5096136372928272	0.47827929178128414
14	905.5244546979666	106413.69560247968	0.7552399414061176	0.7707091047152991	1.0344672167186306	1.0736728858613416	0.5200430711530596	0.4890811662732861
15	969.4461517930031	104050.74667895588	0.7447732944821391	0.7672823540404363	1.034840303717952	1.086057246477751	0.5196968098543602	0.47722672695633517
16	1033.317802762147	103125.04318234941	0.7514724981459018	0.7625024092236783	1.032525036578911	1.0778812230825112	0.5218435878764088	0.4850681516112003
17	1097.2442640699446	101511.76959295548	0.7495996546917144	0.7641426018875913	1.0276225568443456	1.069895874241635	0.5263734287280517	0.49266950705308854
18	1160.96361926198	101704.86465038257	0.752239837485572	0.7647514356603262	1.048729002256231	1.0923800029890804	0.506717897367144	0.4711220954658384
19	1224.6658348119818	100768.3416836123	0.748497020244921	0.7651110405247673	1.046168094802565	1.0957244383322327	0.509124062231699	0.4678787083093058
20	1288.3421357781626	95551.10265504617	0.7569712113638736	0.7711223666893593	1.048908899576246	1.0944710166818787	0.5065486491833808	0.4690954209108108
21	1351.9847336797975	94626.77285184724	0.7471100955826292	0.7638347464777943	1.049072282348994	1.0953384455804376	0.5063949128027949	0.46825354485956294
22	1415.7060907981358	94108.45754274655	0.7588652695007396	0.7705929040742668	1.0514506613395609	1.0943182093985229	0.5041542459411765	0.4692436576789034
23	1479.7608397570439	93855.21336965165	0.7467429514896942	0.7626881925726738	1.039642917377822	1.0879764514318955	0.5152283652329375	0.4753774772085436
24	1543.8491845261306	93251.80203251567	0.7517474356822229	0.767857608639754	1.0455609818594116	1.0928290041112232	0.5096936277996682	0.47068723657980105
25	1607.9750190349296	93037.91023206386	0.7516092456069422	0.7705709223181768	1.0502156508041727	1.099907046177946	0.5053183806206849	0.4638085196657381
26	1672.0503047648817	92895.24324516827	0.7460273894018695	0.7662327404322565	1.0517178484878618	1.1012156090933467	0.5039022123445627	0.46253194332049063
27	1736.1584869022481	92221.58363509117	0.7498854332474577	0.7698241381066433	1.0578986268899706	1.1056628354439442	0.49805410301083186	0.4581820802325177
28	1800.2622718731873	92063.99973155215	0.7601764544537251	0.7764252703740689	1.052648163636006	1.0990083610754953	0.5030241604726877	0.464684358112176
