Epoch	Time(sec)	Loss_train	MAE_dev	MAE_test	RMSE_dev	RMSE_test	R2_dev	R2_test
41	3183.7299221768044	249683.44927819225	1.0403378190297092	1.0528471380544429	1.3498988304139508	1.359470168591532	0.18271929887921545	0.18088042449470998
42	3261.640609575901	249233.09399752482	1.044820913975143	1.0510706203501123	1.3555293813422316	1.363274305613534	0.1758871753955883	0.17628980837367736
43	3339.5747186611407	249318.86289119738	1.040937540835888	1.052552604175647	1.3493720732090777	1.3594775070266223	0.18335701259754567	0.18087158123768432
44	3417.474174658768	249163.0858686354	1.0407746760643104	1.0504349526495211	1.3507240780141219	1.358766584808462	0.18171972011962068	0.18172806371201478
45	3495.4191026710905	249016.53902702534	1.0462136786266936	1.0565654094953127	1.3537508342546005	1.362543254133156	0.17804834123915814	0.17717299541156628
46	3573.155348587781	248944.30991938082	1.0411765334786895	1.0495343489688305	1.3525202728883252	1.3595462234989104	0.1795419724458498	0.18078877142647254
47	3650.8719228440896	248896.1039932273	1.041069025747197	1.0507904841292974	1.350910051922768	1.3593351476218016	0.1814943754162397	0.18104312439018078
48	3728.6434880681336	248829.4370455931	1.0421036682214806	1.0518869914356646	1.351014498521715	1.3597661258919407	0.18136780380112583	0.18052374023368645
49	3806.3499417519197	248536.164929168	1.0423677365522757	1.0493563055992252	1.3538845690199452	1.3615092854119017	0.17788593477704284	0.1784213294752266
50	3884.1179747441784	247999.69370750958	1.0403092423088796	1.0495657844235002	1.3518229898254204	1.3601369303566078	0.18038771802005404	0.1800767414716814
